day,city,S,E,I,R
35,Flower Mound,77885.92,0.02,0.03,0.02
35,Cedar Park,77473.75,0.08,0.09,0.08
35,Mansfield,75397.91,0.03,0.03,0.03
35,Missouri City,75227.51,2.14,2.26,2.10
35,San Marcos,74468.71,0.10,0.10,0.09
35,Sherman,73983.90,0.03,0.03,0.03
35,North Richland Hills,70337.93,0.02,0.02,0.02
35,Leander,67879.79,0.07,0.07,0.07
35,Spring,67097.45,1.83,1.93,1.79
35,Victoria,66522.05,0.31,0.33,0.31
35,Pflugerville,65161.77,0.08,0.08,0.08
35,Rowlett,64138.93,0.02,0.02,0.02
35,Euless,60372.94,0.02,0.02,0.02
35,Wylie,58990.94,0.02,0.02,0.02
35,DeSoto,55895.93,0.02,0.02,0.02
35,Texas City,54156.81,0.72,0.76,0.71
35,Kyle,52438.81,0.06,0.07,0.06
35,Little Elm,51425.95,0.02,0.02,0.02
35,Burleson,50980.93,0.02,0.02,0.02
35,Grapevine,50874.95,0.02,0.02,0.02
35,Rockwall,49604.94,0.02,0.02,0.02
35,Bedford,49190.95,0.02,0.02,0.02
35,Cedar Hill,48546.94,0.02,0.02,0.02
35,Huntsville,46915.77,0.41,0.43,0.40
35,Haltom City,45680.95,0.01,0.02,0.01
35,Keller,45597.96,0.01,0.02,0.01
35,The Colony,44915.96,0.01,0.01,0.01
35,Waxahachie,43590.93,0.02,0.02,0.02
35,Channelview,43531.99,1.32,1.39,1.29
35,Schertz,43127.88,0.04,0.04,0.04
35,Coppell,42028.96,0.01,0.01,0.01
35,Weslaco,41436.96,0.01,0.01,0.01
35,Friendswood,40824.19,0.93,0.98,0.91
35,Lancaster,40752.95,0.02,0.02,0.02
35,Hurst,39911.96,0.01,0.01,0.01
35,Duncanville,39878.95,0.01,0.02,0.01
35,Rosenberg,39464.96,0.67,0.71,0.66
35,Mission Bend,37276.82,1.05,1.11,1.03
35,Midlothian,37255.95,0.02,0.02,0.02
35,Copperas Cove,37148.88,0.04,0.04,0.04
35,Farmers Branch,36253.96,0.01,0.01,0.01
35,Socorro,36236.99,0.00,0.00,0.00
35,La Porte,36074.45,0.84,0.89,0.82
35,San Juan,35673.97,0.01,0.01,0.01
35,Timberwood Park,34979.90,0.03,0.04,0.03
35,Del Rio,34637.82,0.06,0.06,0.06
35,Prosper,34566.97,0.01,0.01,0.01
35,Lufkin,34157.49,0.17,0.18,0.17
35,Weatherford,33923.95,0.02,0.02,0.02
35,Cibolo,33828.91,0.03,0.03,0.03
35,Deer Park,33820.14,0.94,1.00,0.92
35,Harker Heights,33594.90,0.03,0.03,0.03
35,Cleburne,32965.94,0.02,0.02,0.02
35,Canyon Lake,32923.89,0.04,0.04,0.04
35,Hutto,32187.88,0.04,0.04,0.04
35,Nacogdoches,32103.62,0.12,0.13,0.12
35,West Odessa,31984.97,0.01,0.01,0.01
35,Seguin,31788.87,0.04,0.04,0.04
35,Southlake,31043.97,0.01,0.01,0.01
35,Greenville,29935.95,0.02,0.02,0.02
35,Sachse,29074.97,0.01,0.01,0.01
35,Converse,28763.91,0.03,0.03,0.03
35,Forney,28221.97,0.01,0.01,0.01
35,Eagle Pass,28185.85,0.05,0.05,0.05
35,Lake Jackson,27901.14,0.28,0.30,0.28
35,Alvin,27698.44,0.51,0.54,0.50
35,Balch Springs,27180.97,0.01,0.01,0.01
35,Celina,27140.97,0.01,0.01,0.01
35,Fulshear,26984.57,0.47,0.50,0.46
35,Colleyville,25905.97,0.01,0.01,0.01
35,Fort Hood,25785.93,0.02,0.02,0.02
35,Denison,25346.96,0.01,0.01,0.01
35,Corsicana,25343.92,0.03,0.03,0.03
35,University Park,25103.97,0.01,0.01,0.01
35,Kingsville,25060.85,0.05,0.05,0.05
35,Pecan Grove,24796.37,0.54,0.57,0.53
35,Big Spring,24768.92,0.02,0.03,0.02
35,Paris,24677.94,0.02,0.02,0.02
35,San Benito,24676.96,0.01,0.01,0.01
35,Cloverleaf,24627.39,0.86,0.91,0.84
35,Kerrville,24531.91,0.03,0.03,0.03
35,Saginaw,24466.98,0.01,0.01,0.01
35,Benbrook,24429.97,0.01,0.01,0.01
35,Fresno,24084.94,0.68,0.72,0.66
35,Katy,23898.57,0.47,0.50,0.46
35,Belton,23768.91,0.03,0.03,0.03
35,Marshall,23645.86,0.05,0.05,0.05
35,Watauga,23335.98,0.01,0.01,0.01
35,Horizon City,23068.99,0.00,0.00,0.00
35,Corinth,22867.98,0.01,0.01,0.01
35,Dickinson,21610.98,0.34,0.35,0.33
35,Ennis,21545.96,0.01,0.01,0.01
35,Stephenville,21344.94,0.02,0.02,0.02
35,Murphy,21000.98,0.01,0.01,0.01
35,Anna,20974.98,0.01,0.01,0.01
35,Princeton,20965.98,0.01,0.01,0.01
35,Brushy Creek,20952.93,0.02,0.02,0.02
35,Fate,20756.98,0.01,0.01,0.01
35,Portland,20368.88,0.04,0.04,0.04
35,Alamo,20007.98,0.01,0.01,0.00
35,Plainview,19892.95,0.02,0.02,0.02
35,Universal City,19852.94,0.02,0.02,0.02
35,Angleton,19596.25,0.25,0.26,0.24
35,Boerne,19508.95,0.02,0.02,0.02
35,Alton,19204.99,0.00,0.01,0.00
35,Orange,19177.68,0.10,0.11,0.10
35,Cinco Ranch,19137.66,0.44,0.47,0.43
35,Lakeway,19129.94,0.02,0.02,0.02
35,Terrell,19018.97,0.01,0.01,0.01
35,Crowley,19006.98,0.01,0.01,0.01
35,Seagoville,18967.98,0.01,0.01,0.01
35,Palestine,18887.85,0.05,0.05,0.05
35,La Marque,18832.31,0.23,0.24,0.22
35,Brownwood,18804.93,0.02,0.03,0.02
35,Steiner Ranch,18682.93,0.02,0.02,0.02
35,Nederland,18474.76,0.08,0.08,0.08
35,White Settlement,18118.98,0.01,0.01,0.01
35,Brenham,18085.57,0.14,0.15,0.14
35,Bay City,17815.50,0.17,0.17,0.16
35,Alice,17796.89,0.04,0.04,0.04
35,Gainesville,17687.98,0.01,0.01,0.01
35,Melissa,17496.98,0.01,0.01,0.01
35,Royse City,17356.98,0.01,0.01,0.01
35,Stafford,17277.35,0.54,0.57,0.53
35,Glenn Heights,17174.98,0.01,0.01,0.01
35,Addison,17127.98,0.01,0.01,0.01
35,Bellaire,17113.98,0.66,0.70,0.65
35,Groves,17020.81,0.06,0.07,0.06
35,Manor,16916.93,0.02,0.02,0.02
35,Donna,16773.99,0.00,0.01,0.00
35,Taylor,16766.93,0.02,0.03,0.02
35,Pampa,16734.95,0.02,0.02,0.02
35,Humble,16487.46,0.51,0.54,0.50
35,Mercedes,16448.98,0.01,0.01,0.01
35,Hewitt,16243.94,0.02,0.02,0.02
35,Sulphur Springs,16184.96,0.01,0.01,0.01
35,Mount Pleasant,16060.94,0.02,0.02,0.02
35,Gatesville,16057.94,0.02,0.02,0.02
35,South Houston,16015.31,0.56,0.59,0.55
35,Highland Village,16003.99,0.00,0.01,0.00
35,Red Oak,15908.98,0.01,0.01,0.01
35,Rendon,15893.98,0.01,0.01,0.01
35,Live Oak,15874.95,0.02,0.02,0.02
35,Palmview,15649.99,0.00,0.00,0.00
35,Buda,15486.95,0.02,0.02,0.02
35,Aldine,15432.18,0.60,0.63,0.59
35,Canyon,15397.97,0.01,0.01,0.01
35,Uvalde,15343.93,0.02,0.02,0.02
35,Rio Grande City,15257.96,0.01,0.01,0.01
35,Mineral Wells,15129.97,0.01,0.01,0.01
35,West University Place,14905.25,0.58,0.61,0.57
35,Hereford,14873.96,0.01,0.01,0.01
35,Lockhart,14707.93,0.02,0.02,0.02
35,Dumas,14361.96,0.01,0.01,0.01
35,Hidalgo,14249.99,0.00,0.00,0.00
35,Jacksonville,14185.90,0.03,0.03,0.03
35,Wells Branch,14155.95,0.02,0.02,0.02
35,Forest Hill,13922.98,0.00,0.01,0.00
35,Lumberton,13802.73,0.09,0.09,0.09
35,Azle,13733.98,0.00,0.01,0.00
35,Port Neches,13626.85,0.05,0.05,0.05
35,Seabrook,13616.20,0.26,0.28,0.26
35,Beeville,13517.89,0.04,0.04,0.04
35,Trophy Club,13453.99,0.00,0.00,0.00
35,Kilgore,13443.94,0.02,0.02,0.02
35,Andrews,13415.97,0.01,0.01,0.01
35,Henderson,13347.91,0.03,0.03,0.03
35,Tomball,13031.19,0.27,0.28,0.26
35,Athens,13012.95,0.02,0.02,0.02
35,Manvel,12872.05,0.31,0.33,0.31
35,Santa Fe,12827.42,0.19,0.20,0.19
35,Robinson,12667.95,0.02,0.02,0.02
35,Lantana,12582.99,0.00,0.00,0.00
35,Levelland,12564.97,0.01,0.01,0.01
35,Borger,12397.97,0.01,0.01,0.01
35,Webster,12282.25,0.25,0.26,0.24
35,El Campo,12219.67,0.11,0.11,0.11
35,Richmond,12116.29,0.23,0.25,0.23
35,Hornsby Bend,12020.95,0.02,0.02,0.02
35,Fort Bliss,12008.99,0.00,0.00,0.00
35,Granbury,11664.98,0.01,0.01,0.01
35,Roma,11542.97,0.01,0.01,0.01
35,Four Corners,11489.05,0.31,0.33,0.31
35,Leon Valley,11478.96,0.01,0.01,0.01
35,Port Lavaca,11409.81,0.06,0.06,0.06
35,La Homa,11388.99,0.00,0.00,0.00
35,Snyder,11309.96,0.01,0.01,0.01
35,Selma,11301.97,0.01,0.01,0.01
35,Fredericksburg,11253.96,0.01,0.02,0.01
35,Iowa Colony,11027.27,0.24,0.25,0.24
35,Heartland,11018.99,0.00,0.00,0.00
35,Burkburnett,11011.98,0.01,0.01,0.01
35,Elgin,10995.95,0.02,0.02,0.02
35,Pleasanton,10853.96,0.01,0.01,0.01
35,Scenic Oaks,10726.97,0.01,0.01,0.01
35,Clute,10649.71,0.10,0.10,0.09
35,Freeport,10638.70,0.10,0.10,0.10
35,Fair Oaks Ranch,10629.97,0.01,0.01,0.01
35,Bonham,10593.98,0.01,0.01,0.01
35,Fairview,10569.99,0.00,0.00,0.00
36,Houston,6045627.64,248.31,264.37,251.68
36,Dallas,5843624.12,2.56,2.73,2.60
36,San Antonio,2069833.69,3.03,3.22,3.07
36,Austin,1915021.03,3.24,3.45,3.28
36,Fort Worth,941309.84,0.38,0.40,0.38
36,El Paso,862493.48,0.17,0.18,0.17
36,McAllen,810033.22,0.25,0.27,0.26
36,Denton,455151.48,0.17,0.18,0.17
36,Arlington,394768.52,0.16,0.17,0.16
36,Corpus Christi,339428.79,1.04,1.11,1.06
36,Plano,287338.68,0.10,0.11,0.10
36,Lubbock,283022.91,0.35,0.38,0.36
36,Killeen,261098.03,0.31,0.33,0.32
36,Laredo,255947.31,0.55,0.58,0.56
36,Irving,255035.70,0.10,0.10,0.10
36,Garland,245297.71,0.09,0.10,0.10
36,Brownsville,223415.28,0.23,0.25,0.24
36,College Station,215764.33,1.19,1.27,1.21
36,Frisco,210237.78,0.07,0.08,0.07
36,Amarillo,205099.35,0.21,0.22,0.21
36,Galveston,202802.15,2.55,2.71,2.58
36,McKinney,202313.78,0.07,0.08,0.07
36,Grand Prairie,198563.76,0.08,0.08,0.08
36,Waco,197593.03,0.32,0.34,0.32
36,Odessa,162647.73,0.09,0.09,0.09
36,Pasadena,149330.36,4.75,5.06,4.82
36,Mesquite,148847.81,0.06,0.06,0.06
36,Beaumont,146550.47,1.15,1.22,1.16
36,Midland,143713.72,0.09,0.10,0.09
36,Carrollton,132740.85,0.05,0.05,0.05
36,Tyler,131036.23,0.25,0.26,0.25
36,Lewisville,128312.86,0.04,0.05,0.05
36,Abilene,127129.49,0.16,0.18,0.17
36,Pearland,125970.18,4.17,4.43,4.22
36,Round Rock,124287.53,0.15,0.16,0.16
36,Temple,123931.37,0.20,0.22,0.21
36,Richardson,118268.86,0.04,0.05,0.04
36,The Woodlands,116908.55,2.42,2.58,2.45
36,Harlingen,115766.78,0.07,0.08,0.07
36,League City,114877.80,2.34,2.49,2.37
36,Port Arthur,114857.89,0.69,0.73,0.70
36,Longview,112686.33,0.22,0.23,0.22
36,Sugar Land,109725.53,3.08,3.27,3.12
36,Allen,107683.88,0.04,0.04,0.04
36,Edinburg,102560.90,0.03,0.03,0.03
36,Wichita Falls,102557.74,0.08,0.09,0.09
36,San Angelo,99506.53,0.15,0.16,0.16
36,New Braunfels,98699.62,0.12,0.13,0.13
36,Conroe,96971.38,1.50,1.60,1.52
36,Atascocita,93916.85,2.97,3.16,3.01
36,Mission,86233.93,0.02,0.02,0.02
36,Bryan,86167.88,0.37,0.39,0.37
36,Baytown,84532.07,1.93,2.05,1.95
36,Pharr,79808.93,0.02,0.02,0.02
36,Georgetown,78802.69,0.10,0.11,0.10
36,Texarkana,78540.53,0.15,0.16,0.16
36,Flower Mound,77885.92,0.03,0.03,0.03
36,Cedar Park,77473.72,0.09,0.10,0.09
36,Mansfield,75397.90,0.03,0.03,0.03
36,Missouri City,75226.87,2.32,2.47,2.35
36,San Marcos,74468.68,0.10,0.11,0.11
36,Sherman,73983.89,0.04,0.04,0.04
36,North Richland Hills,70337.92,0.02,0.03,0.03
36,Leander,67879.76,0.08,0.08,0.08
36,Spring,67096.90,1.98,2.11,2.01
36,Victoria,66521.94,0.34,0.37,0.35
36,Pflugerville,65161.74,0.08,0.09,0.09
36,Rowlett,64138.92,0.02,0.03,0.03
36,Euless,60372.93,0.02,0.02,0.02
36,Wylie,58990.93,0.02,0.02,0.02
36,DeSoto,55895.93,0.02,0.03,0.02
36,Texas City,54156.58,0.79,0.84,0.80
36,Kyle,52438.78,0.07,0.07,0.07
36,Little Elm,51425.95,0.02,0.02,0.02
36,Burleson,50980.93,0.02,0.03,0.02
36,Grapevine,50874.94,0.02,0.02,0.02
36,Rockwall,49604.94,0.02,0.02,0.02
36,Bedford,49190.95,0.02,0.02,0.02
36,Cedar Hill,48546.94,0.02,0.02,0.02
36,Huntsville,46915.64,0.44,0.47,0.45
36,Haltom City,45680.95,0.02,0.02,0.02
36,Keller,45597.95,0.02,0.02,0.02
36,The Colony,44915.95,0.02,0.02,0.02
36,Waxahachie,43590.93,0.02,0.03,0.02
36,Channelview,43531.60,1.43,1.52,1.45
36,Schertz,43127.87,0.04,0.05,0.04
36,Coppell,42028.95,0.01,0.02,0.02
36,Weslaco,41436.95,0.02,0.02,0.02
36,Friendswood,40823.90,1.01,1.07,1.02
36,Lancaster,40752.95,0.02,0.02,0.02
36,Hurst,39911.96,0.01,0.02,0.01
36,Duncanville,39878.95,0.02,0.02,0.02
36,Rosenberg,39464.75,0.73,0.78,0.74
36,Mission Bend,37276.51,1.14,1.21,1.15
36,Midlothian,37255.94,0.02,0.02,0.02
36,Copperas Cove,37148.87,0.04,0.04,0.04
36,Farmers Branch,36253.96,0.01,0.01,0.01
36,Socorro,36236.99,0.00,0.01,0.00
36,La Porte,36074.19,0.91,0.97,0.92
36,San Juan,35673.97,0.01,0.01,0.01
36,Timberwood Park,34979.89,0.04,0.04,0.04
36,Del Rio,34637.81,0.06,0.07,0.06
36,Prosper,34566.96,0.01,0.01,0.01
36,Lufkin,34157.43,0.18,0.20,0.19
36,Weatherford,33923.95,0.02,0.02,0.02
36,Cibolo,33828.90,0.03,0.04,0.03
36,Deer Park,33819.86,1.02,1.09,1.04
36,Harker Heights,33594.89,0.03,0.04,0.03
36,Cleburne,32965.94,0.02,0.02,0.02
36,Canyon Lake,32923.88,0.04,0.04,0.04
36,Hutto,32187.87,0.04,0.04,0.04
36,Nacogdoches,32103.58,0.14,0.14,0.14
36,West Odessa,31984.96,0.01,0.01,0.01
36,Seguin,31788.86,0.05,0.05,0.05
36,Southlake,31043.97,0.01,0.01,0.01
36,Greenville,29935.95,0.02,0.02,0.02
36,Sachse,29074.97,0.01,0.01,0.01
36,Converse,28763.90,0.03,0.03,0.03
36,Forney,28221.96,0.01,0.01,0.01
36,Eagle Pass,28185.84,0.05,0.06,0.05
36,Lake Jackson,27901.05,0.31,0.33,0.31
36,Alvin,27698.28,0.56,0.60,0.57
36,Balch Springs,27180.97,0.01,0.01,0.01
36,Celina,27140.97,0.01,0.01,0.01
36,Fulshear,26984.42,0.51,0.55,0.52
36,Colleyville,25905.97,0.01,0.01,0.01
36,Fort Hood,25785.92,0.02,0.03,0.02
36,Denison,25346.96,0.01,0.01,0.01
36,Corsicana,25343.91,0.03,0.03,0.03
36,University Park,25103.97,0.01,0.01,0.01
36,Kingsville,25060.83,0.05,0.06,0.05
36,Pecan Grove,24796.20,0.58,0.62,0.59
36,Big Spring,24768.92,0.03,0.03,0.03
36,Paris,24677.93,0.02,0.02,0.02
36,San Benito,24676.96,0.01,0.01,0.01
36,Cloverleaf,24627.14,0.93,0.99,0.94
36,Kerrville,24531.90,0.03,0.04,0.03
36,Saginaw,24466.97,0.01,0.01,0.01
36,Benbrook,24429.97,0.01,0.01,0.01
36,Fresno,24084.74,0.73,0.78,0.74
36,Katy,23898.42,0.51,0.55,0.52
36,Belton,23768.90,0.03,0.03,0.03
36,Marshall,23645.84,0.05,0.05,0.05
36,Watauga,23335.98,0.01,0.01,0.01
36,Horizon City,23068.99,0.00,0.00,0.00
36,Corinth,22867.98,0.01,0.01,0.01
36,Dickinson,21610.87,0.37,0.39,0.37
36,Ennis,21545.95,0.01,0.02,0.01
36,Stephenville,21344.93,0.02,0.02,0.02
36,Murphy,21000.98,0.01,0.01,0.01
36,Anna,20974.97,0.01,0.01,0.01
36,Princeton,20965.98,0.01,0.01,0.01
36,Brushy Creek,20952.92,0.02,0.03,0.02
36,Fate,20756.97,0.01,0.01,0.01
36,Portland,20368.87,0.04,0.05,0.04
36,Alamo,20007.98,0.01,0.01,0.01
36,Plainview,19892.94,0.02,0.02,0.02
36,Universal City,19852.94,0.02,0.02,0.02
36,Angleton,19596.17,0.27,0.29,0.27
36,Boerne,19508.94,0.02,0.02,0.02
36,Alton,19204.98,0.01,0.01,0.01
36,Orange,19177.65,0.11,0.12,0.12
36,Cinco Ranch,19137.53,0.48,0.51,0.49
36,Lakeway,19129.93,0.02,0.02,0.02
36,Terrell,19018.97,0.01,0.01,0.01
36,Crowley,19006.97,0.01,0.01,0.01
36,Seagoville,18967.97,0.01,0.01,0.01
36,Palestine,18887.83,0.06,0.06,0.06
36,La Marque,18832.23,0.25,0.27,0.25
36,Brownwood,18804.92,0.03,0.03,0.03
36,Steiner Ranch,18682.93,0.02,0.03,0.02
36,Nederland,18474.73,0.09,0.09,0.09
36,White Settlement,18118.98,0.01,0.01,0.01
36,Brenham,18085.53,0.15,0.16,0.16
36,Bay City,17815.44,0.18,0.19,0.18
36,Alice,17796.88,0.04,0.04,0.04
36,Gainesville,17687.97,0.01,0.01,0.01
36,Melissa,17496.98,0.01,0.01,0.01
36,Royse City,17356.98,0.01,0.01,0.01
36,Stafford,17277.19,0.59,0.63,0.60
36,Glenn Heights,17174.98,0.01,0.01,0.01
36,Addison,17127.98,0.01,0.01,0.01
36,Bellaire,17113.81,0.71,0.76,0.72
36,Groves,17020.78,0.07,0.07,0.07
36,Manor,16916.93,0.02,0.03,0.02
36,Donna,16773.98,0.01,0.01,0.01
36,Taylor,16766.92,0.03,0.03,0.03
36,Pampa,16734.95,0.02,0.02,0.02
36,Humble,16487.31,0.55,0.59,0.56
36,Mercedes,16448.98,0.01,0.01,0.01
36,Hewitt,16243.94,0.02,0.02,0.02
36,Sulphur Springs,16184.95,0.01,0.02,0.01
36,Mount Pleasant,16060.93,0.02,0.02,0.02
36,Gatesville,16057.93,0.02,0.02,0.02
36,South Houston,16015.15,0.60,0.64,0.61
36,Highland Village,16003.98,0.01,0.01,0.01
36,Red Oak,15908.98,0.01,0.01,0.01
36,Rendon,15893.98,0.01,0.01,0.01
36,Live Oak,15874.95,0.02,0.02,0.02
36,Palmview,15649.99,0.00,0.00,0.00
36,Buda,15486.94,0.02,0.02,0.02
36,Aldine,15432.02,0.64,0.68,0.65
36,Canyon,15397.97,0.01,0.01,0.01
36,Uvalde,15343.92,0.02,0.03,0.03
36,Rio Grande City,15257.96,0.01,0.01,0.01
36,Mineral Wells,15129.97,0.01,0.01,0.01
36,West University Place,14905.10,0.62,0.66,0.63
36,Hereford,14873.96,0.01,0.01,0.01
36,Lockhart,14707.92,0.03,0.03,0.03
36,Dumas,14361.96,0.01,0.02,0.01
36,Hidalgo,14249.99,0.00,0.00,0.00
36,Jacksonville,14185.89,0.04,0.04,0.04
36,Wells Branch,14155.94,0.02,0.02,0.02
36,Forest Hill,13922.98,0.01,0.01,0.01
36,Lumberton,13802.70,0.10,0.10,0.10
36,Azle,13733.98,0.01,0.01,0.01
36,Port Neches,13626.83,0.06,0.06,0.06
36,Seabrook,13616.12,0.29,0.30,0.29
36,Beeville,13517.88,0.04,0.04,0.04
36,Trophy Club,13453.99,0.00,0.00,0.00
36,Kilgore,13443.94,0.02,0.02,0.02
36,Andrews,13415.97,0.01,0.01,0.01
36,Henderson,13347.90,0.03,0.03,0.03
36,Tomball,13031.10,0.29,0.31,0.30
36,Athens,13012.94,0.02,0.02,0.02
36,Manvel,12871.96,0.34,0.36,0.34
36,Santa Fe,12827.36,0.21,0.22,0.21
36,Robinson,12667.95,0.02,0.02,0.02
36,Lantana,12582.99,0.00,0.00,0.00
36,Levelland,12564.97,0.01,0.01,0.01
36,Borger,12397.97,0.01,0.01,0.01
36,Webster,12282.18,0.27,0.28,0.27
36,El Campo,12219.64,0.12,0.12,0.12
36,Richmond,12116.22,0.25,0.27,0.26
36,Hornsby Bend,12020.95,0.02,0.02,0.02
36,Fort Bliss,12008.99,0.00,0.00,0.00
36,Granbury,11664.98,0.01,0.01,0.01
36,Roma,11542.96,0.01,0.01,0.01
36,Four Corners,11488.96,0.34,0.36,0.34
36,Leon Valley,11478.95,0.02,0.02,0.02
36,Port Lavaca,11409.79,0.07,0.07,0.07
36,La Homa,11388.99,0.00,0.00,0.00
36,Snyder,11309.96,0.01,0.01,0.01
36,Selma,11301.96,0.01,0.01,0.01
36,Fredericksburg,11253.95,0.02,0.02,0.02
36,Iowa Colony,11027.19,0.26,0.28,0.27
36,Heartland,11018.98,0.01,0.01,0.01
36,Burkburnett,11011.98,0.01,0.01,0.01
36,Elgin,10995.94,0.02,0.02,0.02
36,Pleasanton,10853.95,0.01,0.02,0.01
36,Scenic Oaks,10726.97,0.01,0.01,0.01
36,Clute,10649.68,0.10,0.11,0.11
36,Freeport,10638.67,0.11,0.12,0.11
36,Fair Oaks Ranch,10629.97,0.01,0.01,0.01
36,Bonham,10593.98,0.01,0.01,0.01
36,Fairview,10569.99,0.00,0.00,0.00
37,Houston,6045561.58,266.73,285.41,278.28
37,Dallas,5843623.24,2.81,3.01,2.93
37,San Antonio,2069832.66,3.32,3.55,3.46
37,Austin,1915019.94,3.55,3.80,3.70
37,Fort Worth,941309.71,0.41,0.44,0.43
37,El Paso,862493.42,0.19,0.20,0.19
37,McAllen,810033.14,0.28,0.30,0.29
37,Denton,455151.42,0.19,0.20,0.19
37,Arlington,394768.46,0.17,0.18,0.18
37,Corpus Christi,339428.44,1.14,1.22,1.19
37,Plano,287338.65,0.11,0.12,0.12
37,Lubbock,283022.79,0.39,0.42,0.41
37,Killeen,261097.92,0.35,0.37,0.36
37,Laredo,255947.13,0.60,0.64,0.63
37,Irving,255035.67,0.11,0.11,0.11
37,Garland,245297.68,0.10,0.11,0.11
37,Brownsville,223415.21,0.26,0.27,0.27
37,College Station,215763.94,1.31,1.40,1.36
37,Frisco,210237.75,0.08,0.09,0.08
37,Amarillo,205099.28,0.23,0.25,0.24
37,Galveston,202801.32,2.79,2.98,2.91
37,McKinney,202313.75,0.08,0.09,0.08
37,Grand Prairie,198563.73,0.09,0.09,0.09
37,Waco,197592.92,0.35,0.37,0.36
37,Odessa,162647.70,0.10,0.10,0.10
37,Pasadena,149328.95,5.15,5.52,5.38
37,Mesquite,148847.79,0.07,0.07,0.07
37,Beaumont,146550.09,1.26,1.34,1.31
37,Midland,143713.69,0.10,0.11,0.10
37,Carrollton,132740.84,0.05,0.06,0.05
37,Tyler,131036.15,0.27,0.29,0.28
37,Lewisville,128312.85,0.05,0.05,0.05
37,Abilene,127129.44,0.18,0.19,0.19
37,Pearland,125968.95,4.51,4.83,4.71
37,Round Rock,124287.48,0.17,0.18,0.18
37,Temple,123931.31,0.22,0.24,0.23
37,Richardson,118268.85,0.05,0.05,0.05
37,The Woodlands,116907.79,2.64,2.82,2.75
37,Harlingen,115766.75,0.08,0.08,0.08
37,League City,114877.06,2.55,2.73,2.66
37,Port Arthur,114857.66,0.75,0.81,0.79
37,Longview,112686.25,0.24,0.26,0.25
37,Sugar Land,109724.60,3.34,3.58,3.49
37,Allen,107683.87,0.04,0.04,0.04
37,Edinburg,102560.89,0.04,0.04,0.04
37,Wichita Falls,102557.71,0.09,0.10,0.10
37,San Angelo,99506.48,0.17,0.18,0.18
37,New Braunfels,98699.58,0.14,0.15,0.14
37,Conroe,96970.90,1.64,1.75,1.71
37,Atascocita,93915.97,3.22,3.45,3.36
37,Mission,86233.92,0.03,0.03,0.03
37,Bryan,86167.75,0.40,0.43,0.42
37,Baytown,84531.47,2.10,2.24,2.19
37,Pharr,79808.93,0.02,0.03,0.02
37,Georgetown,78802.66,0.11,0.12,0.12
37,Texarkana,78540.47,0.17,0.18,0.18
37,Flower Mound,77885.91,0.03,0.03,0.03
37,Cedar Park,77473.69,0.10,0.11,0.10
37,Mansfield,75397.89,0.04,0.04,0.04
37,Missouri City,75226.18,2.51,2.69,2.62
37,San Marcos,74468.64,0.12,0.12,0.12
37,Sherman,73983.88,0.04,0.04,0.04
37,North Richland Hills,70337.92,0.03,0.03,0.03
37,Leander,67879.74,0.08,0.09,0.09
37,Spring,67096.31,2.15,2.30,2.24
37,Victoria,66521.83,0.38,0.40,0.39
37,Pflugerville,65161.71,0.09,0.10,0.10
37,Rowlett,64138.92,0.03,0.03,0.03
37,Euless,60372.92,0.02,0.03,0.03
37,Wylie,58990.92,0.02,0.03,0.03
37,DeSoto,55895.92,0.03,0.03,0.03
37,Texas City,54156.33,0.86,0.92,0.89
37,Kyle,52438.76,0.08,0.08,0.08
37,Little Elm,51425.94,0.02,0.02,0.02
37,Burleson,50980.92,0.03,0.03,0.03
37,Grapevine,50874.94,0.02,0.02,0.02
37,Rockwall,49604.93,0.02,0.02,0.02
37,Bedford,49190.94,0.02,0.02,0.02
37,Cedar Hill,48546.93,0.02,0.02,0.02
37,Huntsville,46915.49,0.48,0.52,0.50
37,Haltom City,45680.94,0.02,0.02,0.02
37,Keller,45597.94,0.02,0.02,0.02
37,The Colony,44915.95,0.02,0.02,0.02
37,Waxahachie,43590.92,0.03,0.03,0.03
37,Channelview,43531.18,1.55,1.66,1.61
37,Schertz,43127.85,0.05,0.05,0.05
37,Coppell,42028.95,0.02,0.02,0.02
37,Weslaco,41436.95,0.02,0.02,0.02
37,Friendswood,40823.59,1.09,1.17,1.14
37,Lancaster,40752.94,0.02,0.02,0.02
37,Hurst,39911.95,0.02,0.02,0.02
37,Duncanville,39878.94,0.02,0.02,0.02
37,Rosenberg,39464.52,0.80,0.85,0.83
37,Mission Bend,37276.17,1.23,1.32,1.28
37,Midlothian,37255.94,0.02,0.02,0.02
37,Copperas Cove,37148.86,0.05,0.05,0.05
37,Farmers Branch,36253.95,0.01,0.02,0.02
37,Socorro,36236.98,0.01,0.01,0.01
37,La Porte,36073.91,0.99,1.06,1.04
37,San Juan,35673.97,0.01,0.01,0.01
37,Timberwood Park,34979.87,0.04,0.04,0.04
37,Del Rio,34637.78,0.07,0.07,0.07
37,Prosper,34566.96,0.01,0.01,0.01
37,Lufkin,34157.37,0.20,0.22,0.21
37,Weatherford,33923.94,0.02,0.02,0.02
37,Cibolo,33828.88,0.04,0.04,0.04
37,Deer Park,33819.55,1.11,1.19,1.16
37,Harker Heights,33594.88,0.04,0.04,0.04
37,Cleburne,32965.93,0.02,0.02,0.02
37,Canyon Lake,32923.86,0.04,0.05,0.05
