day,city,S,E,I,R
82,Victoria,66391.51,29.25,40.04,62.21
82,Pflugerville,65123.59,8.55,11.70,18.16
82,Rowlett,64127.60,2.54,3.47,5.39
82,Euless,60362.73,2.29,3.13,4.85
82,Wylie,58980.62,2.31,3.16,4.91
82,DeSoto,55885.31,2.38,3.26,5.05
82,Texas City,53879.12,62.12,85.18,132.58
82,Kyle,52408.03,6.90,9.43,14.64
82,Little Elm,51417.81,1.82,2.49,3.87
82,Burleson,50970.32,2.38,3.25,5.05
82,Grapevine,50866.52,1.89,2.58,4.01
82,Rockwall,49595.80,2.05,2.80,4.35
82,Bedford,49182.77,1.83,2.51,3.89
82,Cedar Hill,48537.66,2.08,2.85,4.42
82,Huntsville,46753.58,36.31,49.75,77.36
82,Haltom City,45673.30,1.72,2.35,3.64
82,Keller,45590.49,1.67,2.29,3.55
82,The Colony,44908.76,1.61,2.20,3.42
82,Waxahachie,43580.65,2.31,3.15,4.89
82,Channelview,43156.66,83.98,115.38,179.97
82,Schertz,43106.85,4.71,6.44,10.00
82,Coppell,42021.99,1.56,2.14,3.32
82,Weslaco,41429.64,1.64,2.24,3.48
82,Friendswood,40521.64,67.67,92.90,144.80
82,Lancaster,40745.09,1.76,2.41,3.74
82,Hurst,39905.36,1.48,2.02,3.14
82,Duncanville,39871.56,1.66,2.27,3.52
82,Rosenberg,39222.41,54.25,74.43,115.92
82,Mission Bend,36966.77,69.36,95.28,148.58
82,Midlothian,37247.97,1.79,2.45,3.80
82,Copperas Cove,37130.55,4.11,5.62,8.72
82,Farmers Branch,36247.66,1.41,1.93,3.00
82,Socorro,36234.51,0.55,0.76,1.18
82,La Porte,35800.63,61.23,84.08,131.06
82,San Juan,35669.12,1.09,1.49,2.31
82,Timberwood Park,34962.13,3.98,5.44,8.45
82,Del Rio,34611.92,5.81,7.94,12.33
82,Prosper,34561.53,1.22,1.67,2.58
82,Lufkin,34087.01,15.79,21.61,33.58
82,Weatherford,33916.30,1.71,2.34,3.64
82,Cibolo,33812.65,3.64,4.98,7.73
82,Deer Park,33538.46,63.01,86.55,134.98
82,Harker Heights,33579.25,3.51,4.80,7.44
82,Cleburne,32957.26,1.95,2.66,4.13
82,Canyon Lake,32906.04,4.00,5.47,8.49
82,Hutto,32169.26,4.17,5.71,8.86
82,Nacogdoches,32050.94,11.81,16.16,25.10
82,West Odessa,31978.72,1.40,1.91,2.97
82,Seguin,31769.57,4.33,5.92,9.19
82,Southlake,31038.91,1.13,1.55,2.40
82,Greenville,29928.73,1.62,2.21,3.43
82,Sachse,29069.96,1.12,1.54,2.38
82,Converse,28748.87,3.37,4.61,7.15
82,Forney,28216.44,1.24,1.69,2.63
82,Eagle Pass,28164.30,4.83,6.61,10.26
82,Lake Jackson,27787.50,25.43,34.85,54.21
82,Alvin,27517.14,40.54,55.64,86.67
82,Balch Springs,27175.90,1.14,1.55,2.41
82,Celina,27136.55,0.99,1.36,2.10
82,Fulshear,26816.43,37.61,51.60,80.36
82,Colleyville,25901.72,0.95,1.30,2.02
82,Fort Hood,25774.51,2.56,3.50,5.43
82,Denison,25341.44,1.24,1.69,2.63
82,Corsicana,25332.16,2.64,3.61,5.60
82,University Park,25099.21,1.07,1.46,2.27
82,Kingsville,25038.25,5.06,6.93,10.76
82,Pecan Grove,24616.97,40.12,55.08,85.83
82,Big Spring,24757.54,2.55,3.49,5.42
82,Paris,24668.29,2.16,2.96,4.59
82,San Benito,24670.58,1.43,1.95,3.03
82,Cloverleaf,24406.12,49.55,68.09,106.23
82,Kerrville,24517.66,3.19,4.37,6.78
82,Saginaw,24462.93,0.91,1.24,1.92
82,Benbrook,24425.54,0.99,1.36,2.11
82,Fresno,23883.79,45.00,61.81,96.40
82,Katy,23737.06,36.12,49.58,77.24
82,Belton,23755.46,3.01,4.12,6.40
82,Marshall,23625.24,4.62,6.32,9.82
82,Watauga,23332.19,0.85,1.16,1.80
82,Horizon City,23067.45,0.34,0.47,0.73
82,Corinth,22864.38,0.81,1.10,1.71
82,Dickinson,21485.20,28.13,38.59,60.09
82,Ennis,21539.80,1.38,1.89,2.93
82,Stephenville,21336.09,1.98,2.71,4.21
82,Murphy,20997.42,0.80,1.09,1.69
82,Anna,20971.28,0.83,1.13,1.76
82,Princeton,20962.33,0.82,1.12,1.74
82,Brushy Creek,20941.52,2.56,3.50,5.43
82,Fate,20753.11,0.87,1.18,1.84
82,Portland,20349.28,4.39,6.00,9.32
82,Alamo,20005.23,0.62,0.84,1.31
82,Plainview,19884.68,1.85,2.53,3.93
82,Universal City,19842.90,2.25,3.08,4.78
82,Angleton,19500.97,21.32,29.23,45.49
82,Boerne,19499.64,2.08,2.85,4.43
82,Alton,19202.35,0.59,0.81,1.25
82,Orange,19132.55,10.11,13.84,21.50
82,Cinco Ranch,18994.75,31.96,43.89,68.40
82,Lakeway,19119.28,2.39,3.27,5.07
82,Terrell,19014.68,0.96,1.31,2.04
82,Crowley,19003.29,0.83,1.13,1.75
82,Seagoville,18964.24,0.84,1.14,1.78
82,Palestine,18866.50,4.78,6.55,10.17
82,La Marque,18741.80,20.25,27.76,43.20
82,Brownwood,18794.07,2.43,3.33,5.17
82,Steiner Ranch,18671.69,2.52,3.44,5.35
82,Nederland,18438.00,8.23,11.26,17.50
82,White Settlement,18115.89,0.69,0.95,1.47
82,Brenham,18029.76,12.50,17.12,26.62
82,Bay City,17749.16,14.85,20.35,31.64
82,Alice,17780.23,3.73,5.11,7.93
82,Gainesville,17684.33,0.82,1.12,1.73
82,Melissa,17494.00,0.67,0.91,1.42
82,Royse City,17353.55,0.77,1.05,1.63
82,Stafford,17127.05,33.64,46.22,72.09
82,Glenn Heights,17171.62,0.75,1.03,1.60
82,Addison,17125.03,0.66,0.90,1.40
82,Bellaire,16960.01,34.53,47.45,74.02
82,Groves,16989.70,6.96,9.53,14.81
82,Manor,16906.48,2.34,3.20,4.98
82,Donna,16771.39,0.58,0.80,1.23
82,Taylor,16755.68,2.52,3.45,5.35
82,Pampa,16727.48,1.67,2.29,3.55
82,Humble,16344.38,32.02,43.99,68.62
82,Mercedes,16445.79,0.71,0.98,1.52
82,Hewitt,16234.93,2.02,2.76,4.29
82,Sulphur Springs,16178.86,1.37,1.87,2.90
82,Mount Pleasant,16051.79,2.05,2.81,4.36
82,Gatesville,16048.57,2.10,2.87,4.46
82,South Houston,15871.94,32.11,44.12,68.83
82,Highland Village,16001.45,0.57,0.78,1.20
82,Red Oak,15905.73,0.73,0.99,1.54
82,Rendon,15890.94,0.68,0.93,1.45
82,Live Oak,15866.65,1.86,2.54,3.95
82,Palmview,15647.87,0.47,0.65,1.01
82,Buda,15477.99,2.01,2.75,4.26
82,Aldine,15292.75,31.26,42.96,67.03
82,Canyon,15393.00,1.11,1.52,2.37
82,Uvalde,15333.60,2.32,3.17,4.92
82,Rio Grande City,15252.42,1.24,1.70,2.64
82,Mineral Wells,15125.81,0.93,1.28,1.98
82,West University Place,14771.61,29.97,41.18,64.24
82,Hereford,14868.08,1.32,1.80,2.80
82,Lockhart,14697.44,2.35,3.22,4.99
82,Dumas,14355.88,1.36,1.86,2.89
82,Hidalgo,14248.05,0.43,0.59,0.92
82,Jacksonville,14171.72,3.18,4.35,6.75
82,Wells Branch,14147.54,1.88,2.58,4.00
82,Forest Hill,13920.49,0.56,0.76,1.19
82,Lumberton,13764.71,8.51,11.66,18.12
82,Azle,13731.52,0.55,0.75,1.17
82,Port Neches,13602.43,5.47,7.48,11.62
82,Seabrook,13524.72,20.46,28.08,43.74
82,Beeville,13502.24,3.51,4.80,7.45
82,Trophy Club,13451.81,0.49,0.67,1.03
82,Kilgore,13434.96,2.01,2.75,4.27
82,Andrews,13411.41,1.02,1.40,2.17
82,Henderson,13335.28,2.83,3.87,6.01
82,Tomball,12940.92,20.19,27.71,43.18
82,Athens,13005.06,1.77,2.42,3.75
82,Manvel,12772.22,22.33,30.66,47.79
82,Santa Fe,12755.49,16.09,22.07,34.36
82,Robinson,12660.71,1.62,2.22,3.44
82,Lantana,12581.00,0.44,0.61,0.94
82,Levelland,12560.28,1.05,1.44,2.23
82,Borger,12393.11,1.09,1.49,2.31
82,Webster,12198.01,18.84,25.86,40.29
82,El Campo,12176.68,9.62,13.19,20.51
82,Richmond,12035.02,18.17,24.94,38.86
82,Hornsby Bend,12013.43,1.69,2.31,3.58
82,Fort Bliss,12007.95,0.23,0.32,0.50
82,Granbury,11661.70,0.73,1.00,1.56
82,Roma,11537.88,1.14,1.56,2.42
82,Four Corners,11394.65,21.12,29.00,45.23
82,Leon Valley,11472.17,1.52,2.08,3.23
82,Port Lavaca,11384.37,5.70,7.80,12.13
82,La Homa,11387.43,0.35,0.48,0.74
82,Snyder,11304.23,1.29,1.76,2.73
82,Selma,11296.30,1.27,1.74,2.70
82,Fredericksburg,11247.25,1.50,2.06,3.19
82,Iowa Colony,10946.98,17.96,24.65,38.42
82,Heartland,11016.74,0.50,0.69,1.07
82,Burkburnett,11008.87,0.70,0.95,1.48
82,Elgin,10988.08,1.76,2.41,3.74
82,Pleasanton,10847.59,1.43,1.95,3.03
82,Scenic Oaks,10721.83,1.15,1.57,2.44
82,Clute,10609.94,8.90,12.19,18.97
82,Freeport,10598.11,9.08,12.45,19.36
82,Fair Oaks Ranch,10624.94,1.13,1.54,2.39
82,Bonham,10591.31,0.60,0.82,1.27
82,Fairview,10568.28,0.38,0.52,0.81
83,Houston,5988766.32,12642.03,17378.98,27604.67
83,Dallas,5842425.31,266.48,364.46,575.74
83,San Antonio,2068481.56,300.56,411.17,649.70
83,Austin,1913611.73,313.31,428.63,677.33
83,Fort Worth,941130.23,39.92,54.60,86.25
83,El Paso,862411.94,18.12,24.78,39.15
83,McAllen,809906.15,28.24,38.62,61.00
83,Denton,455069.72,18.17,24.85,39.25
83,Arlington,394693.22,16.73,22.89,36.15
83,Corpus Christi,338991.51,97.20,133.02,210.27
83,Plano,287287.93,11.28,15.43,24.37
83,Lubbock,282868.68,34.29,46.91,74.12
83,Killeen,260955.01,31.79,43.49,68.71
83,Laredo,255713.12,52.06,71.23,112.58
83,Irving,254988.32,10.53,14.40,22.75
83,Garland,245251.32,10.31,14.10,22.27
83,Brownsville,223313.57,22.62,30.93,48.88
83,College Station,215284.86,106.54,145.88,230.72
83,Frisco,210201.95,7.96,10.89,17.20
83,Amarillo,205005.60,20.84,28.51,45.04
83,Galveston,201820.68,217.76,298.59,472.96
83,McKinney,202278.51,7.84,10.72,16.93
83,Grand Prairie,198525.73,8.45,11.56,18.26
83,Waco,197457.94,30.04,41.09,64.93
83,Odessa,162605.72,9.34,12.77,20.18
83,Pasadena,147992.55,296.81,407.91,647.73
83,Mesquite,148818.50,6.52,8.91,14.08
83,Beaumont,146090.98,102.04,139.78,221.20
83,Midland,143671.57,9.37,12.82,20.25
83,Carrollton,132717.25,5.24,7.17,11.33
83,Tyler,130931.59,23.27,31.84,50.31
83,Lewisville,128290.73,4.92,6.73,10.62
83,Abilene,127057.88,15.92,21.78,34.42
83,Pearland,124824.19,254.28,349.50,555.02
83,Round Rock,124213.70,16.40,22.44,35.45
83,Temple,123843.40,19.56,26.76,42.28
83,Richardson,118247.21,4.81,6.58,10.40
83,The Woodlands,116097.01,180.00,247.10,391.89
83,Harlingen,115732.23,7.68,10.50,16.59
83,League City,114081.07,176.69,242.56,384.69
83,Port Arthur,114571.01,63.72,87.25,138.02
83,Longview,112593.19,20.71,28.33,44.77
83,Sugar Land,108798.93,205.51,282.35,448.21
83,Allen,107665.30,4.13,5.65,8.92
83,Edinburg,102544.67,3.61,4.93,7.79
83,Wichita Falls,102520.37,8.31,11.37,17.96
83,San Angelo,99440.06,14.78,20.22,31.94
83,New Braunfels,98641.80,12.85,17.58,27.77
83,Conroe,96425.61,121.08,166.09,263.22
83,Atascocita,93074.16,186.94,256.92,407.97
83,Mission,86221.52,2.76,3.77,5.96
83,Bryan,86009.32,35.22,48.22,76.24
83,Baytown,83897.68,140.67,193.17,306.47
83,Pharr,79797.37,2.57,3.51,5.55
83,Georgetown,78755.95,10.39,14.21,22.45
83,Texarkana,78475.64,14.43,19.74,31.19
83,Flower Mound,77872.55,2.97,4.06,6.42
83,Cedar Park,77429.00,9.94,13.59,21.47
83,Mansfield,75382.50,3.42,4.68,7.39
83,Missouri City,74561.66,147.56,202.79,321.99
83,San Marcos,74420.95,10.61,14.51,22.93
83,Sherman,73967.43,3.66,5.00,7.90
83,North Richland Hills,70325.70,2.72,3.72,5.87
83,Leander,67842.28,8.33,11.39,18.00
83,Spring,66517.21,128.59,176.69,280.52
83,Victoria,66383.86,30.69,42.01,66.44
83,Pflugerville,65121.30,8.99,12.29,19.42
83,Rowlett,64126.92,2.67,3.65,5.77
83,Euless,60362.12,2.40,3.29,5.19
83,Wylie,58980.00,2.43,3.32,5.25
83,DeSoto,55884.67,2.50,3.42,5.40
83,Texas City,53863.03,65.12,89.32,141.53
83,Kyle,52406.20,7.24,9.91,15.65
83,Little Elm,51417.32,1.92,2.62,4.14
83,Burleson,50969.69,2.50,3.42,5.40
83,Grapevine,50866.02,1.98,2.71,4.29
83,Rockwall,49595.25,2.15,2.95,4.65
83,Bedford,49182.27,1.93,2.64,4.16
83,Cedar Hill,48537.10,2.19,2.99,4.72
83,Huntsville,46744.13,38.08,52.18,82.60
83,Haltom City,45672.84,1.80,2.47,3.89
83,Keller,45590.04,1.76,2.40,3.80
83,The Colony,44908.33,1.69,2.32,3.66
83,Waxahachie,43580.03,2.42,3.31,5.23
83,Channelview,43135.63,87.86,120.75,191.76
83,Schertz,43105.58,4.95,6.77,10.70
83,Coppell,42021.57,1.64,2.25,3.55
83,Weslaco,41429.20,1.72,2.35,3.72
83,Friendswood,40504.45,70.84,97.30,154.40
83,Lancaster,40744.62,1.85,2.53,4.00
83,Hurst,39904.97,1.55,2.12,3.36
83,Duncanville,39871.12,1.74,2.38,3.76
83,Rosenberg,39208.47,56.84,78.01,123.68
83,Mission Bend,36949.34,72.58,99.73,158.35
83,Midlothian,37247.49,1.88,2.57,4.06
83,Copperas Cove,37129.45,4.32,5.90,9.33
83,Farmers Branch,36247.28,1.48,2.03,3.21
83,Socorro,36234.36,0.58,0.80,1.26
83,La Porte,35785.09,64.11,88.06,139.75
83,San Juan,35668.83,1.14,1.56,2.47
83,Timberwood Park,34961.07,4.18,5.72,9.03
83,Del Rio,34610.38,6.10,8.34,13.18
83,Prosper,34561.21,1.28,1.75,2.76
83,Lufkin,34082.88,16.57,22.68,35.87
83,Weatherford,33915.85,1.80,2.46,3.89
83,Cibolo,33811.68,3.82,5.23,8.27
83,Deer Park,33522.61,65.93,90.60,143.86
83,Harker Heights,33578.32,3.68,5.04,7.96
83,Cleburne,32956.74,2.04,2.80,4.42
83,Canyon Lake,32904.97,4.20,5.75,9.08
83,Hutto,32168.15,4.38,6.00,9.47
83,Nacogdoches,32047.85,12.39,16.96,26.81
83,West Odessa,31978.34,1.47,2.01,3.18
83,Seguin,31768.42,4.54,6.21,9.82
83,Southlake,31038.61,1.19,1.63,2.57
83,Greenville,29928.30,1.70,2.32,3.67
83,Sachse,29069.66,1.18,1.61,2.55
83,Converse,28747.96,3.54,4.84,7.65
83,Forney,28216.11,1.30,1.78,2.81
83,Eagle Pass,28163.02,5.07,6.94,10.96
83,Lake Jackson,27780.88,26.67,36.56,57.89
83,Alvin,27506.76,42.47,58.30,92.47
83,Balch Springs,27175.60,1.19,1.63,2.58
83,Celina,27136.28,1.04,1.43,2.25
83,Fulshear,26806.79,39.40,54.07,85.74
83,Colleyville,25901.47,1.00,1.37,2.16
83,Fort Hood,25773.82,2.69,3.68,5.81
83,Denison,25341.11,1.30,1.78,2.81
83,Corsicana,25331.47,2.77,3.79,5.98
83,University Park,25098.92,1.12,1.53,2.42
83,Kingsville,25036.91,5.32,7.27,11.50
83,Pecan Grove,24606.76,42.01,57.69,91.54
83,Big Spring,24756.87,2.68,3.66,5.79
83,Paris,24667.72,2.27,3.10,4.90
83,San Benito,24670.20,1.50,2.05,3.25
83,Cloverleaf,24393.81,51.81,71.23,113.14
83,Kerrville,24516.81,3.35,4.59,7.25
83,Saginaw,24462.69,0.95,1.30,2.06
83,Benbrook,24425.28,1.04,1.43,2.25
83,Fresno,23872.48,47.08,64.70,102.74
83,Katy,23727.84,37.83,51.94,82.39
83,Belton,23754.66,3.17,4.33,6.84
83,Marshall,23624.02,4.85,6.64,10.49
83,Watauga,23331.97,0.89,1.22,1.92
83,Horizon City,23067.36,0.36,0.50,0.78
83,Corinth,22864.16,0.85,1.16,1.83
83,Dickinson,21477.94,29.48,40.45,64.13
83,Ennis,21539.43,1.45,1.98,3.13
83,Stephenville,21335.56,2.08,2.85,4.50
83,Murphy,20997.21,0.84,1.15,1.81
83,Anna,20971.05,0.87,1.19,1.88
83,Princeton,20962.11,0.86,1.18,1.86
83,Brushy Creek,20940.84,2.69,3.67,5.80
83,Fate,20752.88,0.91,1.24,1.97
83,Portland,20348.11,4.61,6.31,9.97
83,Alamo,20005.06,0.65,0.89,1.40
83,Plainview,19884.19,1.95,2.66,4.20
83,Universal City,19842.29,2.36,3.23,5.11
83,Angleton,19495.44,22.35,30.65,48.56
83,Boerne,19499.08,2.19,3.00,4.73
83,Alton,19202.19,0.62,0.85,1.34
83,Orange,19129.90,10.61,14.52,22.97
83,Cinco Ranch,18986.64,33.46,45.96,72.94
83,Lakeway,19118.64,2.51,3.43,5.42
83,Terrell,19014.43,1.01,1.38,2.18
83,Crowley,19003.07,0.87,1.19,1.87
83,Seagoville,18964.02,0.88,1.20,1.90
83,Palestine,18865.25,5.02,6.87,10.86
83,La Marque,18736.54,21.23,29.11,46.12
83,Brownwood,18793.42,2.56,3.50,5.52
83,Steiner Ranch,18671.02,2.64,3.62,5.72
83,Nederland,18435.82,8.64,11.83,18.71
83,White Settlement,18115.71,0.73,0.99,1.57
83,Brenham,18026.51,13.11,17.96,28.42
83,Bay City,17745.30,15.57,21.34,33.79
83,Alice,17779.25,3.92,5.36,8.47
83,Gainesville,17684.11,0.86,1.17,1.85
83,Melissa,17493.82,0.70,0.96,1.52
83,Royse City,17353.35,0.81,1.10,1.74
83,Stafford,17118.65,35.18,48.36,76.80
83,Glenn Heights,17171.42,0.79,1.08,1.71
83,Addison,17124.86,0.69,0.95,1.50
83,Bellaire,16951.46,36.09,49.62,78.82
83,Groves,16987.85,7.31,10.01,15.83
83,Manor,16905.85,2.46,3.37,5.32
83,Donna,16771.23,0.61,0.84,1.32
83,Taylor,16755.01,2.65,3.62,5.72
83,Pampa,16727.04,1.76,2.40,3.80
83,Humble,16336.37,33.49,46.03,73.11
83,Mercedes,16445.60,0.75,1.03,1.62
83,Hewitt,16234.40,2.12,2.90,4.58
83,Sulphur Springs,16178.50,1.43,1.96,3.10
83,Mount Pleasant,16051.25,2.15,2.95,4.66
83,Gatesville,16048.02,2.20,3.02,4.76
83,South Houston,15863.96,33.57,46.15,73.31
83,Highland Village,16001.30,0.60,0.81,1.29
83,Red Oak,15905.54,0.76,1.04,1.65
83,Rendon,15890.76,0.72,0.98,1.55
83,Live Oak,15866.15,1.95,2.67,4.22
83,Palmview,15647.74,0.50,0.68,1.08
83,Buda,15477.45,2.11,2.88,4.56
83,Aldine,15285.02,32.68,44.93,71.37
83,Canyon,15392.70,1.17,1.60,2.53
83,Uvalde,15332.98,2.43,3.33,5.26
83,Rio Grande City,15252.09,1.31,1.79,2.82
83,Mineral Wells,15125.56,0.98,1.34,2.12
83,West University Place,14764.19,31.33,43.07,68.41
83,Hereford,14867.73,1.38,1.89,2.99
83,Lockhart,14696.81,2.47,3.38,5.34
83,Dumas,14355.52,1.43,1.96,3.09
83,Hidalgo,14247.94,0.46,0.62,0.98
83,Jacksonville,14170.89,3.34,4.56,7.21
83,Wells Branch,14147.04,1.98,2.71,4.28
83,Forest Hill,13920.34,0.59,0.80,1.27
83,Lumberton,13762.48,8.93,12.23,19.36
83,Azle,13731.38,0.58,0.79,1.25
83,Port Neches,13600.98,5.74,7.86,12.42
83,Seabrook,13519.48,21.43,29.42,46.66
83,Beeville,13501.32,3.68,5.04,7.96
83,Trophy Club,13451.68,0.51,0.70,1.10
83,Kilgore,13434.43,2.11,2.89,4.57
83,Andrews,13411.14,1.07,1.47,2.32
83,Henderson,13334.54,2.97,4.07,6.43
83,Tomball,12935.77,21.14,29.03,46.05
83,Athens,13004.59,1.86,2.54,4.01
83,Manvel,12766.57,23.37,32.11,50.96
83,Santa Fe,12751.33,16.86,23.13,36.67
83,Robinson,12660.28,1.70,2.33,3.68
83,Lantana,12580.88,0.47,0.64,1.01
83,Levelland,12560.00,1.10,1.51,2.39
83,Borger,12392.82,1.14,1.57,2.47
83,Webster,12193.20,19.73,27.09,42.98
83,El Campo,12174.18,10.09,13.83,21.90
83,Richmond,12030.38,19.04,26.13,41.45
83,Hornsby Bend,12012.98,1.77,2.42,3.83
83,Fort Bliss,12007.88,0.25,0.34,0.53
83,Granbury,11661.51,0.77,1.05,1.67
83,Roma,11537.57,1.20,1.64,2.59
83,Four Corners,11389.34,22.10,30.36,48.21
83,Leon Valley,11471.77,1.60,2.18,3.45
83,Port Lavaca,11382.88,5.98,8.19,12.95
83,La Homa,11387.34,0.37,0.50,0.79
83,Snyder,11303.89,1.35,1.85,2.92
83,Selma,11295.96,1.33,1.82,2.88
83,Fredericksburg,11246.85,1.58,2.16,3.41
83,Iowa Colony,10942.41,18.80,25.82,40.97
83,Heartland,11016.60,0.53,0.72,1.14
83,Burkburnett,11008.68,0.73,1.00,1.58
83,Elgin,10987.62,1.85,2.53,4.00
83,Pleasanton,10847.21,1.50,2.05,3.24
83,Scenic Oaks,10721.52,1.21,1.65,2.61
83,Clute,10607.61,9.34,12.79,20.26
83,Freeport,10595.74,9.53,13.06,20.67
83,Fair Oaks Ranch,10624.63,1.19,1.62,2.56
83,Bonham,10591.15,0.63,0.86,1.36
83,Fairview,10568.18,0.40,0.55,0.87
84,Houston,5985636.99,13216.23,18175.34,29363.44
84,Dallas,5842354.17,279.94,382.91,614.98
84,San Antonio,2068401.83,315.62,431.82,693.74
84,Austin,1913528.86,328.95,450.08,723.12
84,Fort Worth,941119.55,41.94,57.37,92.14
84,El Paso,862407.09,19.04,26.04,41.82
84,McAllen,809898.54,29.68,40.59,65.19
84,Denton,455064.86,19.09,26.11,41.94
84,Arlington,394688.74,17.58,24.05,38.62
84,Corpus Christi,338965.94,102.02,139.63,224.41
84,Plano,287284.90,11.85,16.21,26.04
84,Lubbock,282859.61,36.00,49.26,79.13
84,Killeen,260946.56,33.39,45.68,73.38
84,Laredo,255699.40,54.65,74.78,120.17
84,Irving,254985.50,11.06,15.13,24.30
84,Garland,245248.55,10.83,14.82,23.80
84,Brownsville,223307.59,23.74,32.48,52.18
84,College Station,215256.98,111.78,153.07,246.17
84,Frisco,210199.81,8.37,11.44,18.38
84,Amarillo,205000.08,21.89,29.94,48.10
84,Galveston,201764.09,228.33,313.15,504.42
84,McKinney,202276.40,8.24,11.27,18.09
84,Grand Prairie,198523.46,8.88,12.15,19.51
84,Waco,197450.02,31.53,43.14,69.31
84,Odessa,162603.22,9.81,13.42,21.55
84,Pasadena,147918.13,310.51,426.90,689.46
84,Mesquite,148816.75,6.85,9.36,15.04
84,Beaumont,146064.30,107.04,146.66,235.99
84,Midland,143669.07,9.84,13.46,21.62
84,Carrollton,132715.85,5.51,7.54,12.11
84,Tyler,130925.46,24.42,33.42,53.70
84,Lewisville,128289.41,5.17,7.07,11.35
84,Abilene,127053.67,16.72,22.87,36.74
84,Pearland,124760.57,265.99,365.72,590.72
84,Round Rock,124209.32,17.23,23.57,37.87
84,Temple,123838.23,20.53,28.09,45.14
84,Richardson,118245.92,5.06,6.92,11.11
84,The Woodlands,116051.01,188.53,258.89,417.57
84,Harlingen,115730.17,8.07,11.04,17.72
84,League City,114035.84,185.08,254.15,409.93
84,Port Arthur,114554.27,66.86,91.58,147.29
84,Longview,112587.73,21.74,29.74,47.79
84,Sugar Land,108747.05,215.08,295.61,477.26
84,Allen,107664.19,4.34,5.94,9.53
84,Edinburg,102543.70,3.79,5.18,8.32
84,Wichita Falls,102518.17,8.73,11.94,19.17
84,San Angelo,99436.16,15.51,21.23,34.10
84,New Braunfels,98638.37,13.50,18.47,29.66
84,Conroe,96394.36,126.90,174.12,280.62
84,Atascocita,93027.27,195.57,268.89,434.27
84,Mission,86220.77,2.90,3.96,6.37
84,Bryan,86000.03,36.97,50.62,81.38
84,Baytown,83861.82,147.31,202.36,326.51
84,Pharr,79796.68,2.70,3.69,5.93
84,Georgetown,78753.18,10.91,14.93,23.98
84,Texarkana,78471.84,15.14,20.72,33.29
84,Flower Mound,77871.75,3.12,4.27,6.86
84,Cedar Park,77426.34,10.44,14.28,22.94
84,Mansfield,75381.59,3.60,4.92,7.90
84,Missouri City,74524.59,154.39,212.25,342.77
84,San Marcos,74418.13,11.14,15.24,24.49
84,Sherman,73966.46,3.84,5.26,8.44
84,North Richland Hills,70324.97,2.85,3.90,6.27
84,Leander,67840.05,8.75,11.97,19.23
84,Spring,66484.84,134.55,184.96,298.65
84,Victoria,66375.83,32.20,44.09,70.89
84,Pflugerville,65118.90,9.44,12.91,20.74
84,Rowlett,64126.20,2.80,3.84,6.16
84,Euless,60361.48,2.52,3.45,5.55
84,Wylie,58979.35,2.55,3.49,5.60
84,DeSoto,55884.00,2.63,3.59,5.77
84,Texas City,53846.17,68.26,93.65,150.91
84,Kyle,52404.27,7.61,10.41,16.72
84,Little Elm,51416.81,2.01,2.75,4.42
84,Burleson,50969.02,2.62,3.59,5.77
84,Grapevine,50865.48,2.08,2.85,4.58
84,Rockwall,49594.67,2.26,3.09,4.97
84,Bedford,49181.76,2.03,2.77,4.45
84,Cedar Hill,48536.52,2.30,3.14,5.04
84,Huntsville,46734.22,39.94,54.74,88.11
84,Haltom City,45672.35,1.89,2.59,4.16
84,Keller,45589.57,1.85,2.53,4.06
84,The Colony,44907.87,1.78,2.44,3.91
84,Waxahachie,43579.39,2.54,3.48,5.59
84,Channelview,43113.64,91.90,126.36,204.10
84,Schertz,43104.25,5.20,7.12,11.43
84,Coppell,42021.13,1.73,2.36,3.79
84,Weslaco,41428.74,1.81,2.47,3.97
84,Friendswood,40486.46,74.17,101.91,164.46
84,Lancaster,40744.12,1.94,2.66,4.27
84,Hurst,39904.55,1.63,2.23,3.59
84,Duncanville,39870.65,1.83,2.50,4.02
84,Rosenberg,39193.87,59.55,81.75,131.82
84,Mission Bend,36931.10,75.94,104.39,168.58
84,Midlothian,37246.99,1.97,2.70,4.33
84,Copperas Cove,37128.30,4.53,6.20,9.96
84,Farmers Branch,36246.88,1.56,2.13,3.43
84,Socorro,36234.21,0.61,0.84,1.34
84,La Porte,35768.82,67.11,92.22,148.85
84,San Juan,35668.52,1.20,1.64,2.64
84,Timberwood Park,34959.95,4.39,6.01,9.65
84,Del Rio,34608.77,6.40,8.76,14.07
84,Prosper,34560.86,1.34,1.84,2.95
84,Lufkin,34078.55,17.38,23.80,38.27
84,Weatherford,33915.37,1.89,2.59,4.16
84,Cibolo,33810.65,4.02,5.50,8.83
84,Deer Park,33506.02,68.99,94.84,153.15
84,Harker Heights,33577.33,3.87,5.29,8.50
84,Cleburne,32956.20,2.15,2.94,4.72
84,Canyon Lake,32903.85,4.41,6.04,9.70
84,Hutto,32166.98,4.60,6.30,10.12
84,Nacogdoches,32044.60,13.00,17.79,28.61
84,West Odessa,31977.94,1.55,2.11,3.40
84,Seguin,31767.22,4.77,6.53,10.49
84,Southlake,31038.29,1.25,1.71,2.75
84,Greenville,29927.85,1.78,2.44,3.92
84,Sachse,29069.34,1.24,1.70,2.72
84,Converse,28747.01,3.72,5.09,8.18
84,Forney,28215.76,1.37,1.87,3.00
