day,city,S,E,I,R,I_rep,new_rep
23,Eagle Pass,28184.92,0.07,0.13,0.24,0.01,0.00
23,Lake Jackson,27895.43,0.57,0.87,1.53,0.09,0.01
23,Alvin,27687.94,1.22,1.78,3.02,0.18,0.02
23,Balch Springs,27180.78,0.01,0.02,0.05,0.00,0.00
23,Celina,27140.81,0.01,0.02,0.04,0.00,0.00
23,Fulshear,26974.96,1.10,1.61,2.75,0.16,0.02
23,Colleyville,25905.82,0.01,0.02,0.04,0.00,0.00
23,Fort Hood,25785.50,0.03,0.05,0.10,0.01,0.00
23,Denison,25346.75,0.02,0.03,0.06,0.00,0.00
23,Corsicana,25343.41,0.04,0.07,0.13,0.01,0.00
23,University Park,25103.79,0.01,0.02,0.04,0.00,0.00
23,Kingsville,25059.89,0.08,0.13,0.24,0.01,0.00
23,Pecan Grove,24785.43,1.35,1.94,3.26,0.19,0.02
23,Big Spring,24768.45,0.04,0.06,0.12,0.01,0.00
23,Paris,24677.53,0.03,0.05,0.11,0.01,0.00
23,San Benito,24676.74,0.01,0.03,0.05,0.00,0.00
23,Cloverleaf,24611.36,2.82,3.89,6.29,0.39,0.04
23,Kerrville,24531.32,0.04,0.08,0.15,0.01,0.00
23,Saginaw,24466.83,0.01,0.02,0.04,0.00,0.00
23,Benbrook,24429.81,0.01,0.02,0.04,0.00,0.00
23,Fresno,24071.40,1.90,2.69,4.43,0.27,0.03
23,Katy,23888.98,1.15,1.66,2.82,0.17,0.02
23,Belton,23768.37,0.04,0.07,0.14,0.01,0.00
23,Marshall,23644.94,0.08,0.13,0.24,0.01,0.00
23,Watauga,23335.84,0.01,0.02,0.03,0.00,0.00
23,Horizon City,23068.94,0.00,0.01,0.01,0.00,0.00
23,Corinth,22867.85,0.01,0.02,0.03,0.00,0.00
23,Dickinson,21604.12,0.75,1.10,1.90,0.11,0.01
23,Ennis,21545.70,0.02,0.03,0.07,0.00,0.00
23,Stephenville,21344.57,0.03,0.05,0.10,0.00,0.00
23,Murphy,21000.85,0.01,0.02,0.03,0.00,0.00
23,Anna,20974.84,0.01,0.02,0.03,0.00,0.00
23,Princeton,20965.84,0.01,0.02,0.03,0.00,0.00
23,Brushy Creek,20952.50,0.03,0.05,0.10,0.01,0.00
23,Fate,20756.83,0.01,0.02,0.04,0.00,0.00
23,Portland,20368.12,0.05,0.09,0.18,0.01,0.00
23,Alamo,20007.89,0.01,0.01,0.02,0.00,0.00
23,Plainview,19892.61,0.02,0.04,0.08,0.00,0.00
23,Universal City,19852.58,0.02,0.04,0.08,0.00,0.00
23,Angleton,19591.24,0.53,0.79,1.37,0.08,0.01
23,Boerne,19508.60,0.02,0.04,0.08,0.00,0.00
23,Alton,19204.90,0.01,0.01,0.02,0.00,0.00
23,Orange,19175.61,0.19,0.30,0.54,0.03,0.00
23,Cinco Ranch,19128.73,1.14,1.63,2.73,0.16,0.02
23,Lakeway,19129.54,0.03,0.05,0.09,0.00,0.00
23,Terrell,19018.80,0.01,0.02,0.04,0.00,0.00
23,Crowley,19006.84,0.01,0.02,0.04,0.00,0.00
23,Seagoville,18967.83,0.01,0.02,0.04,0.00,0.00
23,Palestine,18886.86,0.09,0.14,0.26,0.01,0.00
23,La Marque,18827.66,0.48,0.72,1.25,0.07,0.01
23,Brownwood,18804.46,0.04,0.06,0.12,0.01,0.00
23,Steiner Ranch,18682.50,0.03,0.05,0.10,0.00,0.00
23,Nederland,18473.19,0.13,0.21,0.39,0.02,0.00
23,White Settlement,18118.87,0.01,0.01,0.03,0.00,0.00
23,Brenham,18082.76,0.28,0.43,0.77,0.04,0.00
23,Bay City,17812.16,0.33,0.51,0.90,0.05,0.01
23,Alice,17796.17,0.06,0.10,0.18,0.01,0.00
23,Gainesville,17687.83,0.01,0.02,0.04,0.00,0.00
23,Melissa,17496.87,0.01,0.01,0.03,0.00,0.00
23,Royse City,17356.85,0.01,0.02,0.03,0.00,0.00
23,Stafford,17266.77,1.64,2.29,3.75,0.23,0.02
23,Glenn Heights,17174.85,0.01,0.02,0.03,0.00,0.00
23,Addison,17127.88,0.01,0.01,0.03,0.00,0.00
23,Bellaire,17105.26,2.66,3.61,5.72,0.36,0.04
23,Groves,17019.53,0.10,0.17,0.31,0.02,0.00
23,Manor,16916.52,0.03,0.05,0.10,0.01,0.00
23,Donna,16773.89,0.01,0.01,0.02,0.00,0.00
23,Taylor,16766.45,0.04,0.06,0.12,0.01,0.00
23,Pampa,16734.64,0.02,0.04,0.08,0.00,0.00
23,Humble,16477.46,1.51,2.11,3.45,0.21,0.02
23,Mercedes,16448.86,0.01,0.01,0.03,0.00,0.00
23,Hewitt,16243.58,0.03,0.05,0.09,0.00,0.00
23,Sulphur Springs,16184.70,0.02,0.03,0.07,0.00,0.00
23,Mount Pleasant,16060.54,0.03,0.05,0.10,0.01,0.00
23,Gatesville,16057.54,0.03,0.05,0.10,0.01,0.00
23,South Houston,16004.95,1.82,2.52,4.07,0.25,0.03
23,Highland Village,16003.89,0.01,0.01,0.02,0.00,0.00
23,Red Oak,15908.85,0.01,0.02,0.03,0.00,0.00
23,Rendon,15893.86,0.01,0.01,0.03,0.00,0.00
23,Live Oak,15874.65,0.02,0.03,0.07,0.00,0.00
23,Palmview,15649.92,0.00,0.01,0.02,0.00,0.00
23,Buda,15486.60,0.02,0.04,0.08,0.00,0.00
23,Aldine,15423.22,2.30,3.13,4.98,0.31,0.03
23,Canyon,15397.80,0.01,0.02,0.04,0.00,0.00
23,Uvalde,15343.49,0.03,0.06,0.11,0.01,0.00
23,Rio Grande City,15257.74,0.02,0.03,0.06,0.00,0.00
23,Mineral Wells,15129.80,0.01,0.02,0.04,0.00,0.00
23,West University Place,14898.34,2.33,3.17,5.01,0.32,0.03
23,Hereford,14873.72,0.02,0.03,0.06,0.00,0.00
23,Lockhart,14707.48,0.04,0.06,0.12,0.01,0.00
23,Dumas,14361.71,0.02,0.03,0.06,0.00,0.00
23,Hidalgo,14249.92,0.00,0.01,0.02,0.00,0.00
23,Jacksonville,14185.25,0.05,0.09,0.17,0.01,0.00
23,Wells Branch,14155.63,0.02,0.04,0.08,0.00,0.00
23,Forest Hill,13922.89,0.01,0.01,0.02,0.00,0.00
23,Lumberton,13800.94,0.17,0.26,0.47,0.03,0.00
23,Azle,13733.89,0.01,0.01,0.02,0.00,0.00
23,Port Neches,13625.85,0.08,0.13,0.24,0.01,0.00
23,Seabrook,13610.85,0.63,0.91,1.55,0.09,0.01
23,Beeville,13517.19,0.06,0.10,0.18,0.01,0.00
23,Trophy Club,13453.91,0.01,0.01,0.02,0.00,0.00
23,Kilgore,13443.57,0.03,0.05,0.09,0.00,0.00
23,Andrews,13415.78,0.01,0.02,0.05,0.00,0.00
23,Henderson,13347.34,0.05,0.08,0.15,0.01,0.00
23,Tomball,13025.74,0.67,0.96,1.62,0.10,0.01
23,Athens,13012.60,0.03,0.05,0.09,0.00,0.00
23,Manvel,12865.71,0.82,1.17,1.95,0.12,0.01
23,Santa Fe,12823.52,0.42,0.63,1.08,0.06,0.01
23,Robinson,12667.66,0.02,0.04,0.07,0.00,0.00
23,Lantana,12582.92,0.00,0.01,0.02,0.00,0.00
23,Levelland,12564.80,0.01,0.02,0.04,0.00,0.00
23,Borger,12397.77,0.01,0.03,0.05,0.00,0.00
23,Webster,12277.25,0.60,0.87,1.47,0.09,0.01
23,El Campo,12217.51,0.22,0.33,0.58,0.03,0.00
23,Richmond,12111.54,0.56,0.81,1.38,0.08,0.01
23,Hornsby Bend,12020.65,0.02,0.04,0.07,0.00,0.00
23,Fort Bliss,12008.96,0.00,0.00,0.01,0.00,0.00
23,Granbury,11664.85,0.01,0.02,0.03,0.00,0.00
23,Roma,11542.75,0.02,0.03,0.05,0.00,0.00
23,Four Corners,11482.77,0.86,1.22,2.02,0.12,0.01
23,Leon Valley,11478.68,0.02,0.03,0.06,0.00,0.00
23,Port Lavaca,11408.60,0.11,0.18,0.32,0.02,0.00
23,La Homa,11388.94,0.00,0.01,0.01,0.00,0.00
23,Snyder,11309.72,0.02,0.03,0.06,0.00,0.00
23,Selma,11301.76,0.01,0.02,0.05,0.00,0.00
23,Fredericksburg,11253.68,0.02,0.04,0.07,0.00,0.00
23,Iowa Colony,11022.37,0.60,0.87,1.46,0.09,0.01
23,Heartland,11018.90,0.01,0.01,0.02,0.00,0.00
23,Burkburnett,11011.86,0.01,0.01,0.03,0.00,0.00
23,Elgin,10995.61,0.03,0.05,0.09,0.00,0.00
23,Pleasanton,10853.70,0.02,0.03,0.06,0.00,0.00
23,Scenic Oaks,10726.79,0.01,0.02,0.04,0.00,0.00
23,Clute,10647.78,0.19,0.29,0.51,0.03,0.00
23,Freeport,10636.69,0.20,0.30,0.53,0.03,0.00
23,Fair Oaks Ranch,10629.79,0.01,0.02,0.04,0.00,0.00
23,Bonham,10593.87,0.01,0.01,0.03,0.00,0.00
23,Fairview,10569.93,0.00,0.01,0.02,0.00,0.00
24,Houston,6042731.10,971.02,1316.48,2129.77,131.65,13.16
24,Dallas,5843578.26,3.15,5.73,11.99,0.57,0.06
24,San Antonio,2069778.03,4.35,7.41,14.76,0.74,0.07
24,Austin,1914961.32,4.83,8.13,16.08,0.81,0.08
24,Fort Worth,941303.13,0.45,0.82,1.74,0.08,0.01
24,El Paso,862490.48,0.19,0.36,0.77,0.04,0.00
24,McAllen,810028.74,0.28,0.53,1.13,0.05,0.01
24,Denton,455148.45,0.20,0.37,0.78,0.04,0.00
24,Arlington,394765.72,0.19,0.34,0.72,0.03,0.00
24,Corpus Christi,339409.23,1.70,2.76,5.31,0.28,0.03
24,Plano,287336.85,0.12,0.22,0.47,0.02,0.00
24,Lubbock,283016.39,0.51,0.87,1.74,0.09,0.01
24,Killeen,261092.27,0.44,0.75,1.52,0.08,0.01
24,Laredo,255937.11,0.84,1.40,2.75,0.14,0.01
24,Irving,255033.98,0.11,0.20,0.43,0.02,0.00
24,Garland,245296.01,0.11,0.20,0.43,0.02,0.00
24,Brownsville,223411.02,0.33,0.57,1.14,0.06,0.01
24,College Station,215741.70,2.14,3.36,6.29,0.34,0.03
24,Frisco,210236.48,0.08,0.16,0.33,0.02,0.00
24,Amarillo,205095.49,0.29,0.51,1.02,0.05,0.01
24,Galveston,202752.55,5.16,7.74,13.90,0.77,0.08
24,McKinney,202312.48,0.08,0.16,0.33,0.02,0.00
24,Grand Prairie,198562.35,0.09,0.17,0.36,0.02,0.00
24,Waco,197587.20,0.47,0.80,1.58,0.08,0.01
24,Odessa,162646.15,0.11,0.19,0.40,0.02,0.00
24,Pasadena,149240.25,13.45,18.84,31.64,1.88,0.19
24,Mesquite,148846.72,0.07,0.13,0.28,0.01,0.00
24,Beaumont,146528.46,2.14,3.31,6.08,0.33,0.03
24,Midland,143712.09,0.12,0.21,0.42,0.02,0.00
24,Carrollton,132740.00,0.05,0.10,0.21,0.01,0.00
24,Tyler,131031.62,0.38,0.64,1.25,0.06,0.01
24,Lewisville,128312.06,0.05,0.10,0.20,0.01,0.00
24,Abilene,127126.46,0.24,0.41,0.81,0.04,0.00
24,Pearland,125891.84,12.06,16.83,28.17,1.68,0.17
24,Round Rock,124284.71,0.20,0.35,0.71,0.03,0.00
24,Temple,123927.63,0.30,0.51,1.01,0.05,0.01
24,Richardson,118268.08,0.05,0.09,0.20,0.01,0.00
24,The Woodlands,116861.40,5.72,8.28,14.38,0.83,0.08
24,Harlingen,115765.47,0.09,0.16,0.33,0.02,0.00
24,League City,114832.10,5.45,7.90,13.75,0.79,0.08
24,Port Arthur,114844.79,1.21,1.90,3.55,0.19,0.02
24,Longview,112682.26,0.33,0.56,1.10,0.06,0.01
24,Sugar Land,109666.14,8.11,11.49,19.52,1.15,0.11
24,Allen,107683.21,0.04,0.08,0.17,0.01,0.00
24,Edinburg,102560.33,0.04,0.07,0.14,0.01,0.00
24,Wichita Falls,102556.20,0.11,0.20,0.41,0.02,0.00
24,San Angelo,99503.69,0.23,0.38,0.76,0.04,0.00
24,New Braunfels,98697.35,0.17,0.29,0.59,0.03,0.00
24,Conroe,96942.13,3.24,4.79,8.48,0.48,0.05
24,Atascocita,93860.27,8.33,11.68,19.64,1.17,0.12
24,Mission,86233.51,0.02,0.05,0.10,0.00,0.00
24,Bryan,86160.96,0.60,0.96,1.83,0.10,0.01
24,Baytown,84494.45,4.65,6.69,11.55,0.67,0.07
24,Pharr,79808.55,0.02,0.04,0.09,0.00,0.00
24,Georgetown,78800.85,0.14,0.24,0.48,0.02,0.00
24,Texarkana,78537.67,0.24,0.40,0.77,0.04,0.00
24,Flower Mound,77885.43,0.03,0.06,0.12,0.01,0.00
24,Cedar Park,77472.05,0.12,0.20,0.41,0.02,0.00
24,Mansfield,75397.32,0.04,0.07,0.15,0.01,0.00
24,Missouri City,75182.67,6.41,9.00,15.17,0.90,0.09
24,San Marcos,74466.75,0.15,0.25,0.50,0.03,0.00
24,Sherman,73983.25,0.04,0.08,0.17,0.01,0.00
24,North Richland Hills,70337.48,0.03,0.05,0.11,0.01,0.00
24,Leander,67878.36,0.10,0.17,0.35,0.02,0.00
24,Spring,67058.93,5.38,7.58,12.82,0.76,0.08
24,Victoria,66515.43,0.61,0.96,1.80,0.10,0.01
24,Pflugerville,65160.18,0.11,0.19,0.39,0.02,0.00
24,Rowlett,64138.48,0.03,0.05,0.11,0.01,0.00
24,Euless,60372.54,0.03,0.05,0.10,0.00,0.00
24,Wylie,58990.53,0.03,0.05,0.10,0.00,0.00
24,DeSoto,55895.50,0.03,0.05,0.11,0.01,0.00
24,Texas City,54141.28,1.65,2.45,4.36,0.24,0.02
24,Kyle,52437.50,0.10,0.16,0.33,0.02,0.00
24,Little Elm,51425.63,0.02,0.04,0.08,0.00,0.00
24,Burleson,50980.49,0.03,0.05,0.11,0.01,0.00
24,Grapevine,50874.62,0.02,0.04,0.08,0.00,0.00
24,Rockwall,49604.57,0.02,0.04,0.09,0.00,0.00
24,Bedford,49190.63,0.02,0.04,0.08,0.00,0.00
24,Cedar Hill,48546.57,0.03,0.05,0.10,0.00,0.00
24,Huntsville,46907.11,0.86,1.31,2.39,0.13,0.01
24,Haltom City,45680.66,0.02,0.03,0.07,0.00,0.00
24,Keller,45597.66,0.02,0.03,0.07,0.00,0.00
24,The Colony,44915.68,0.02,0.03,0.07,0.00,0.00
24,Waxahachie,43590.49,0.03,0.06,0.11,0.01,0.00
24,Channelview,43504.62,4.10,5.72,9.59,0.57,0.06
24,Schertz,43127.07,0.05,0.09,0.19,0.01,0.00
24,Coppell,42028.69,0.02,0.03,0.07,0.00,0.00
24,Weslaco,41436.67,0.02,0.03,0.07,0.00,0.00
24,Friendswood,40804.35,2.52,3.60,6.18,0.36,0.04
24,Lancaster,40752.63,0.02,0.04,0.08,0.00,0.00
24,Hurst,39911.70,0.02,0.03,0.06,0.00,0.00
24,Duncanville,39878.66,0.02,0.04,0.07,0.00,0.00
24,Rosenberg,39450.45,1.65,2.41,4.22,0.24,0.02
24,Mission Bend,37254.84,3.13,4.41,7.43,0.44,0.04
24,Midlothian,37255.62,0.02,0.04,0.09,0.00,0.00
24,Copperas Cove,37148.10,0.06,0.10,0.20,0.01,0.00
24,Farmers Branch,36253.72,0.02,0.03,0.06,0.00,0.00
24,Socorro,36236.90,0.00,0.01,0.02,0.00,0.00
24,La Porte,36056.41,2.29,3.27,5.60,0.33,0.03
24,San Juan,35673.80,0.01,0.02,0.04,0.00,0.00
24,Timberwood Park,34979.20,0.05,0.08,0.16,0.01,0.00
24,Del Rio,34636.63,0.09,0.16,0.31,0.02,0.00
24,Prosper,34566.76,0.01,0.02,0.05,0.00,0.00
24,Lufkin,34153.91,0.33,0.52,0.97,0.05,0.01
24,Weatherford,33923.63,0.02,0.04,0.08,0.00,0.00
24,Cibolo,33828.28,0.04,0.07,0.15,0.01,0.00
24,Deer Park,33800.25,2.79,3.93,6.63,0.39,0.04
24,Harker Heights,33594.27,0.04,0.08,0.16,0.01,0.00
24,Cleburne,32965.57,0.03,0.05,0.10,0.00,0.00
24,Canyon Lake,32923.14,0.05,0.09,0.19,0.01,0.00
24,Hutto,32187.09,0.06,0.10,0.20,0.01,0.00
24,Nacogdoches,32101.01,0.23,0.37,0.70,0.04,0.00
24,West Odessa,31984.74,0.01,0.03,0.05,0.00,0.00
24,Seguin,31788.03,0.06,0.11,0.22,0.01,0.00
24,Southlake,31043.77,0.01,0.02,0.05,0.00,0.00
24,Greenville,29935.65,0.02,0.04,0.08,0.00,0.00
24,Sachse,29074.77,0.01,0.02,0.05,0.00,0.00
24,Converse,28763.32,0.04,0.07,0.14,0.01,0.00
24,Forney,28221.74,0.02,0.03,0.06,0.00,0.00
24,Eagle Pass,28184.86,0.08,0.13,0.26,0.01,0.00
24,Lake Jackson,27895.08,0.61,0.92,1.67,0.09,0.01
24,Alvin,27687.33,1.30,1.88,3.28,0.19,0.02
24,Balch Springs,27180.77,0.01,0.02,0.05,0.00,0.00
24,Celina,27140.80,0.01,0.02,0.04,0.00,0.00
24,Fulshear,26974.40,1.17,1.71,2.99,0.17,0.02
24,Colleyville,25905.81,0.01,0.02,0.04,0.00,0.00
24,Fort Hood,25785.47,0.03,0.05,0.11,0.01,0.00
24,Denison,25346.73,0.02,0.03,0.06,0.00,0.00
24,Corsicana,25343.37,0.04,0.07,0.15,0.01,0.00
24,University Park,25103.78,0.01,0.02,0.05,0.00,0.00
24,Kingsville,25059.83,0.08,0.13,0.26,0.01,0.00
24,Pecan Grove,24784.81,1.43,2.05,3.54,0.21,0.02
24,Big Spring,24768.42,0.04,0.07,0.13,0.01,0.00
24,Paris,24677.50,0.03,0.06,0.11,0.01,0.00
24,San Benito,24676.73,0.01,0.03,0.06,0.00,0.00
24,Cloverleaf,24610.63,2.97,4.09,6.76,0.41,0.04
24,Kerrville,24531.28,0.05,0.08,0.16,0.01,0.00
24,Saginaw,24466.82,0.01,0.02,0.04,0.00,0.00
24,Benbrook,24429.79,0.01,0.02,0.05,0.00,0.00
24,Fresno,24070.69,2.02,2.84,4.79,0.28,0.03
24,Katy,23888.44,1.22,1.76,3.06,0.18,0.02
24,Belton,23768.34,0.04,0.07,0.15,0.01,0.00
24,Marshall,23644.88,0.08,0.13,0.26,0.01,0.00
24,Watauga,23335.83,0.01,0.02,0.04,0.00,0.00
24,Horizon City,23068.94,0.00,0.01,0.01,0.00,0.00
24,Corinth,22867.84,0.01,0.02,0.03,0.00,0.00
24,Dickinson,21603.71,0.80,1.17,2.07,0.12,0.01
24,Ennis,21545.69,0.02,0.03,0.07,0.00,0.00
24,Stephenville,21344.54,0.03,0.05,0.10,0.01,0.00
24,Murphy,21000.84,0.01,0.02,0.03,0.00,0.00
24,Anna,20974.83,0.01,0.02,0.04,0.00,0.00
24,Princeton,20965.83,0.01,0.02,0.04,0.00,0.00
24,Brushy Creek,20952.48,0.03,0.05,0.11,0.01,0.00
24,Fate,20756.82,0.01,0.02,0.04,0.00,0.00
24,Portland,20368.07,0.06,0.10,0.19,0.01,0.00
24,Alamo,20007.88,0.01,0.01,0.02,0.00,0.00
24,Plainview,19892.59,0.03,0.04,0.09,0.00,0.00
24,Universal City,19852.55,0.02,0.04,0.09,0.00,0.00
24,Angleton,19590.93,0.56,0.84,1.49,0.08,0.01
24,Boerne,19508.58,0.03,0.04,0.09,0.00,0.00
24,Alton,19204.89,0.01,0.01,0.02,0.00,0.00
24,Orange,19175.48,0.20,0.31,0.59,0.03,0.00
24,Cinco Ranch,19128.24,1.21,1.72,2.95,0.17,0.02
24,Lakeway,19129.51,0.03,0.05,0.10,0.01,0.00
24,Terrell,19018.79,0.01,0.02,0.05,0.00,0.00
24,Crowley,19006.83,0.01,0.02,0.04,0.00,0.00
24,Seagoville,18967.82,0.01,0.02,0.04,0.00,0.00
24,Palestine,18886.80,0.09,0.15,0.28,0.01,0.00
24,La Marque,18827.38,0.51,0.76,1.36,0.08,0.01
24,Brownwood,18804.43,0.04,0.07,0.13,0.01,0.00
24,Steiner Ranch,18682.47,0.03,0.05,0.11,0.01,0.00
24,Nederland,18473.09,0.14,0.22,0.43,0.02,0.00
24,White Settlement,18118.86,0.01,0.01,0.03,0.00,0.00
24,Brenham,18082.59,0.30,0.45,0.83,0.05,0.00
24,Bay City,17811.96,0.35,0.54,0.97,0.05,0.01
24,Alice,17796.12,0.06,0.10,0.20,0.01,0.00
24,Gainesville,17687.82,0.01,0.02,0.04,0.00,0.00
24,Melissa,17496.86,0.01,0.01,0.03,0.00,0.00
24,Royse City,17356.84,0.01,0.02,0.04,0.00,0.00
24,Stafford,17266.26,1.74,2.42,4.04,0.24,0.02
24,Glenn Heights,17174.84,0.01,0.02,0.04,0.00,0.00
24,Addison,17127.87,0.01,0.01,0.03,0.00,0.00
24,Bellaire,17104.80,2.77,3.75,6.07,0.38,0.04
24,Groves,17019.45,0.11,0.18,0.34,0.02,0.00
24,Manor,16916.49,0.03,0.06,0.11,0.01,0.00
24,Donna,16773.89,0.01,0.01,0.02,0.00,0.00
24,Taylor,16766.42,0.04,0.07,0.13,0.01,0.00
24,Pampa,16734.62,0.02,0.04,0.09,0.00,0.00
24,Humble,16476.96,1.60,2.23,3.72,0.22,0.02
24,Mercedes,16448.86,0.01,0.01,0.03,0.00,0.00
24,Hewitt,16243.56,0.03,0.05,0.10,0.00,0.00
24,Sulphur Springs,16184.69,0.02,0.04,0.07,0.00,0.00
24,Mount Pleasant,16060.52,0.03,0.06,0.11,0.01,0.00
24,Gatesville,16057.51,0.03,0.06,0.11,0.01,0.00
24,South Houston,16004.48,1.92,2.65,4.37,0.26,0.03
24,Highland Village,16003.89,0.01,0.01,0.02,0.00,0.00
24,Red Oak,15908.85,0.01,0.02,0.03,0.00,0.00
24,Rendon,15893.86,0.01,0.02,0.03,0.00,0.00
24,Live Oak,15874.63,0.02,0.04,0.07,0.00,0.00
24,Palmview,15649.91,0.00,0.01,0.02,0.00,0.00
24,Buda,15486.57,0.03,0.05,0.09,0.00,0.00
24,Aldine,15422.83,2.40,3.27,5.30,0.33,0.03
24,Canyon,15397.79,0.01,0.02,0.04,0.00,0.00
24,Uvalde,15343.47,0.04,0.06,0.12,0.01,0.00
24,Rio Grande City,15257.72,0.02,0.03,0.06,0.00,0.00
24,Mineral Wells,15129.79,0.01,0.02,0.05,0.00,0.00
24,West University Place,14897.89,2.43,3.29,5.32,0.33,0.03
24,Hereford,14873.71,0.02,0.03,0.06,0.00,0.00
24,Lockhart,14707.45,0.04,0.06,0.13,0.01,0.00
24,Dumas,14361.69,0.02,0.03,0.07,0.00,0.00
24,Hidalgo,14249.92,0.00,0.01,0.02,0.00,0.00
24,Jacksonville,14185.21,0.06,0.09,0.18,0.01,0.00
24,Wells Branch,14155.60,0.02,0.04,0.08,0.00,0.00
24,Forest Hill,13922.89,0.01,0.01,0.03,0.00,0.00
24,Lumberton,13800.83,0.18,0.28,0.51,0.03,0.00
24,Azle,13733.89,0.01,0.01,0.03,0.00,0.00
24,Port Neches,13625.78,0.09,0.14,0.27,0.01,0.00
24,Seabrook,13610.54,0.67,0.97,1.68,0.10,0.01
24,Beeville,13517.14,0.06,0.10,0.20,0.01,0.00
24,Trophy Club,13453.90,0.01,0.01,0.02,0.00,0.00
24,Kilgore,13443.55,0.03,0.05,0.10,0.01,0.00
24,Andrews,13415.77,0.01,0.02,0.05,0.00,0.00
24,Henderson,13347.31,0.05,0.08,0.16,0.01,0.00
24,Tomball,13025.43,0.71,1.02,1.76,0.10,0.01
24,Athens,13012.58,0.03,0.05,0.10,0.00,0.00
24,Manvel,12865.36,0.87,1.23,2.11,0.12,0.01
24,Santa Fe,12823.28,0.45,0.67,1.18,0.07,0.01
24,Robinson,12667.64,0.02,0.04,0.08,0.00,0.00
24,Lantana,12582.91,0.00,0.01,0.02,0.00,0.00
24,Levelland,12564.78,0.01,0.02,0.05,0.00,0.00
24,Borger,12397.76,0.02,0.03,0.05,0.00,0.00
24,Webster,12276.96,0.64,0.92,1.60,0.09,0.01
24,El Campo,12217.38,0.23,0.35,0.63,0.03,0.00
24,Richmond,12111.27,0.59,0.86,1.49,0.09,0.01
24,Hornsby Bend,12020.64,0.02,0.04,0.08,0.00,0.00
24,Fort Bliss,12008.95,0.00,0.00,0.01,0.00,0.00
24,Granbury,11664.84,0.01,0.02,0.04,0.00,0.00
24,Roma,11542.74,0.02,0.03,0.06,0.00,0.00
24,Four Corners,11482.44,0.92,1.29,2.19,0.13,0.01
24,Leon Valley,11478.66,0.02,0.03,0.07,0.00,0.00
24,Port Lavaca,11408.52,0.12,0.19,0.35,0.02,0.00
24,La Homa,11388.93,0.00,0.01,0.01,0.00,0.00
24,Snyder,11309.70,0.02,0.03,0.07,0.00,0.00
24,Selma,11301.75,0.01,0.02,0.05,0.00,0.00
24,Fredericksburg,11253.66,0.02,0.04,0.08,0.00,0.00
24,Iowa Colony,11022.09,0.64,0.92,1.58,0.09,0.01
24,Heartland,11018.89,0.01,0.01,0.02,0.00,0.00
24,Burkburnett,11011.85,0.01,0.02,0.03,0.00,0.00
24,Elgin,10995.59,0.03,0.05,0.09,0.00,0.00
24,Pleasanton,10853.68,0.02,0.04,0.07,0.00,0.00
24,Scenic Oaks,10726.77,0.01,0.02,0.05,0.00,0.00
24,Clute,10647.65,0.20,0.30,0.56,0.03,0.00
24,Freeport,10636.57,0.21,0.32,0.58,0.03,0.00
24,Fair Oaks Ranch,10629.78,0.01,0.02,0.05,0.00,0.00
24,Bonham,10593.87,0.01,0.01,0.03,0.00,0.00
24,Fairview,10569.92,0.00,0.01,0.02,0.00,0.00
25,Houston,6042537.63,1010.32,1366.65,2254.60,136.66,13.67
25,Dallas,5843575.39,3.31,6.00,12.98,0.60,0.06
25,San Antonio,2069774.53,4.59,7.80,15.99,0.78,0.08
25,Austin,1914957.62,5.09,8.56,17.42,0.86,0.09
25,Fort Worth,941302.70,0.47,0.86,1.88,0.09,0.01
25,El Paso,862490.29,0.20,0.38,0.84,0.04,0.00
25,McAllen,810028.45,0.30,0.55,1.22,0.06,0.01
25,Denton,455148.26,0.21,0.39,0.84,0.04,0.00
25,Arlington,394765.54,0.20,0.36,0.78,0.04,0.00
25,Corpus Christi,339408.02,1.79,2.91,5.75,0.29,0.03
25,Plano,287336.73,0.12,0.23,0.50,0.02,0.00
25,Lubbock,283015.99,0.54,0.92,1.89,0.09,0.01
25,Killeen,261091.91,0.46,0.79,1.64,0.08,0.01
25,Laredo,255936.48,0.89,1.48,2.97,0.15,0.01
25,Irving,255033.87,0.12,0.21,0.47,0.02,0.00
25,Garland,245295.91,0.12,0.21,0.46,0.02,0.00
25,Brownsville,223410.76,0.34,0.60,1.23,0.06,0.01
25,College Station,215740.32,2.26,3.55,6.81,0.36,0.04
25,Frisco,210236.39,0.09,0.16,0.36,0.02,0.00
25,Amarillo,205095.25,0.31,0.53,1.11,0.05,0.01
25,Galveston,202749.50,5.49,8.20,15.08,0.82,0.08
25,McKinney,202312.40,0.09,0.16,0.36,0.02,0.00
25,Grand Prairie,198562.26,0.10,0.18,0.39,0.02,0.00
25,Waco,197586.84,0.50,0.84,1.71,0.08,0.01
25,Odessa,162646.05,0.11,0.20,0.44,0.02,0.00
25,Pasadena,149235.65,14.24,19.89,34.08,1.99,0.20
25,Mesquite,148846.65,0.08,0.14,0.30,0.01,0.00
25,Beaumont,146527.10,2.27,3.50,6.60,0.35,0.03
25,Midland,143711.98,0.12,0.22,0.46,0.02,0.00
25,Carrollton,132739.95,0.06,0.11,0.23,0.01,0.00
25,Tyler,131031.34,0.40,0.67,1.36,0.07,0.01
25,Lewisville,128312.01,0.05,0.10,0.22,0.01,0.00
25,Abilene,127126.27,0.25,0.43,0.88,0.04,0.00
25,Pearland,125887.91,12.76,17.75,30.31,1.78,0.18
25,Round Rock,124284.53,0.21,0.37,0.77,0.04,0.00
